Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeUpdate,Long Statement,The length of the statement "when(dbStructureMock.createOrAmendIfNecessary(any(JdbcSinkConfig.class)`any(Connection.class)`any(TableId.class)`any(FieldsMetadata.class))).thenReturn(true);" is 158.,157
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeUpdate,Magic Number,The method contains a magic number: 1000,157
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeWithDeleteEnabled,Long Statement,The length of the statement "when(dbStructureMock.createOrAmendIfNecessary(any(JdbcSinkConfig.class)`any(Connection.class)`any(TableId.class)`any(FieldsMetadata.class))).thenReturn(true);" is 158.,194
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeWithDeleteEnabled,Magic Number,The method contains a magic number: 1000,194
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testMultiInsertModeWithDeleteEnabled,Long Statement,The length of the statement "when(dbStructureMock.createOrAmendIfNecessary(any(JdbcSinkConfig.class)`any(Connection.class)`any(TableId.class)`any(FieldsMetadata.class))).thenReturn(true);" is 158.,239
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testMultiInsertModeWithDeleteEnabled,Magic Number,The method contains a magic number: 1000,239
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Long Statement,The length of the statement "when(dbStructureMock.createOrAmendIfNecessary(any(JdbcSinkConfig.class)`any(Connection.class)`any(TableId.class)`any(FieldsMetadata.class))).thenReturn(true);" is 158.,286
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Long Statement,The length of the statement "assertThat(sqlCaptor.getAllValues().get(0)).isEqualTo("INSERT INTO \"planets\"(\"name\"`\"planetid\") VALUES (?`?)`(?`?)");" is 123.,286
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Long Statement,The length of the statement "assertThat(sqlCaptor.getAllValues().get(1)).isEqualTo("INSERT INTO \"planets\"(\"name\"`\"planetid\") VALUES (?`?)`(?`?)");" is 123.,286
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Magic Number,The method contains a magic number: 2,286
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Magic Number,The method contains a magic number: 5,286
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Magic Number,The method contains a magic number: 2,286
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiExplicitFlush,Long Statement,The length of the statement "when(dbStructureMock.createOrAmendIfNecessary(any(JdbcSinkConfig.class)`any(Connection.class)`any(TableId.class)`any(FieldsMetadata.class))).thenReturn(true);" is 158.,322
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiExplicitFlush,Magic Number,The method contains a magic number: 100,322
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiExplicitFlush,Magic Number,The method contains a magic number: 2,322
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,BufferedRecordsTest,multiModeConfig,Long Statement,The length of the statement "return new JdbcSinkConfig(Map.of("connection.url"`""`"auto.create"`true`"auto.evolve"`true`"batch.size"`batchSize`"insert.mode"`"multi"));" is 138.,369
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,Long Statement,The length of the statement "final String createEmployees="CREATE TABLE employees\n" + "( employee_id INTEGER PRIMARY KEY AUTOINCREMENT`\n" + " last_name VARCHAR NOT NULL`\n"+ " first_name VARCHAR`\n"+ " hire_date DATE\n"+ ");";" is 199.,53
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,Long Statement,The length of the statement "final String createProducts="CREATE TABLE products\n" + "( product_id INTEGER PRIMARY KEY AUTOINCREMENT`\n" + " product_name VARCHAR NOT NULL`\n"+ " quantity INTEGER NOT NULL DEFAULT 0\n"+ ");";" is 194.,53
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,Magic Number,The method contains a magic number: 2,53
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,Magic Number,The method contains a magic number: 4,53
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,Magic Number,The method contains a magic number: 4,53
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteEnabledAndPkModeNotRecordKey_shouldAddErrorMessage,Long Statement,The length of the statement "final Optional<ConfigValue> deleteEnabledConfigValue=validatedConfig.configValues().stream().filter(cv -> cv.name().equals(JdbcSinkConfig.DELETE_ENABLED)).findFirst();" is 167.,43
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteEnabledAndPkModeNotRecordKey_shouldAddErrorMessage,Long Statement,The length of the statement "deleteEnabledConfigValue.ifPresent(value -> assertTrue(value.errorMessages().contains("Delete support only works with pk.mode=record_key")));" is 141.,43
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteEnabledAndPkModeRecordKey_shouldNotAddErrorMessage,Long Statement,The length of the statement "final Optional<ConfigValue> deleteEnabledConfigValue=validatedConfig.configValues().stream().filter(cv -> cv.name().equals(JdbcSinkConfig.DELETE_ENABLED)).findFirst();" is 167.,61
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteEnabledAndPkModeRecordKey_shouldNotAddErrorMessage,Long Statement,The length of the statement "deleteEnabledConfigValue.ifPresent(value -> assertFalse(value.errorMessages().contains("Delete support only works with pk.mode=record_key")));" is 142.,61
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_pkModeRecordKey_shouldNotAddErrorMessage,Long Statement,The length of the statement "final Optional<ConfigValue> deleteEnabledConfigValue=validatedConfig.configValues().stream().filter(cv -> cv.name().equals(JdbcSinkConfig.DELETE_ENABLED)).findFirst();" is 167.,79
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_pkModeRecordKey_shouldNotAddErrorMessage,Long Statement,The length of the statement "deleteEnabledConfigValue.ifPresent(value -> assertFalse(value.errorMessages().contains("Delete support only works with pk.mode=record_key")));" is 142.,79
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteDisabled_shouldNotAddErrorMessage,Long Statement,The length of the statement "final Optional<ConfigValue> deleteEnabledConfigValue=validatedConfig.configValues().stream().filter(cv -> cv.name().equals(JdbcSinkConfig.DELETE_ENABLED)).findFirst();" is 167.,96
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Long Statement,The length of the statement "final Struct struct=new Struct(SCHEMA).put("firstName"`"Alex").put("lastName"`"Smith").put("bool"`true).put("short"`(short)1234).put("byte"`(byte)-32).put("long"`12425436L).put("float"`(float)2356.3).put("double"`-2436546.56457).put("age"`21).put("modified"`new Date(1474661402123L));" is 284.,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 1234,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 32,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 12425436L,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 2356.3,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 2436546.56457,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 21,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 1474661402123L,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 42,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 42,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 0.01f,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number,The method contains a magic number: 0.01,80
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Long Statement,The length of the statement "sqliteHelper.createTable("CREATE TABLE " + topic + "("+ " firstName TEXT`"+ " lastName TEXT`"+ " age INTEGER`"+ " bool NUMERIC`"+ " byte INTEGER`"+ " short INTEGER NULL`"+ " long INTEGER`"+ " float NUMERIC`"+ " double NUMERIC`"+ " bytes BLOB`"+ " modified DATETIME` "+ "PRIMARY KEY (firstName` lastName));");" is 308.,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Long Statement,The length of the statement "final Struct struct=new Struct(SCHEMA).put("firstName"`"Christina").put("lastName"`"Brams").put("bool"`false).put("byte"`(byte)-72).put("long"`8594L).put("double"`3256677.56457d).put("age"`28).put("modified"`new Date(1474661402123L));" is 234.,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Long Statement,The length of the statement "final String query="SELECT * FROM " + topic + " WHERE firstName='"+ struct.getString("firstName")+ "' and lastName='"+ struct.getString("lastName")+ "'";" is 153.,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Long Statement,The length of the statement "final java.sql.Timestamp dbTimestamp=rs.getTimestamp("modified"`DateTimeUtils.getTimeZoneCalendar(TimeZone.getTimeZone(ZoneOffset.UTC)));" is 137.,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Magic Number,The method contains a magic number: 72,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Magic Number,The method contains a magic number: 8594L,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Magic Number,The method contains a magic number: 3256677.56457d,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Magic Number,The method contains a magic number: 28,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Magic Number,The method contains a magic number: 1474661402123L,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Magic Number,The method contains a magic number: 43,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithPkModeRecordValue,Magic Number,The method contains a magic number: 0.01,138
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,retries,Long Statement,The length of the statement "assertThatThrownBy(() -> task.put(records)).isNotInstanceOf(RetriableException.class).isInstanceOf(ConnectException.class).hasCauseInstanceOf(SQLException.class);" is 162.,208
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,retries,Magic Number,The method contains a magic number: 2,208
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,retries,Magic Number,The method contains a magic number: 1000,208
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Long Statement,The length of the statement "final Schema valueSchema=SchemaBuilder.struct().name("com.example.Person").field("firstName"`Schema.STRING_SCHEMA).field("lastName"`Schema.STRING_SCHEMA).field("age"`Schema.INT32_SCHEMA).field("bool"`Schema.BOOLEAN_SCHEMA).field("short"`Schema.INT16_SCHEMA).field("byte"`Schema.INT8_SCHEMA).field("long"`Schema.INT64_SCHEMA).field("float"`Schema.FLOAT32_SCHEMA).field("double"`Schema.FLOAT64_SCHEMA).field("bytes"`Schema.BYTES_SCHEMA).field("decimal"`Decimal.schema(0)).field("date"`Date.SCHEMA).field("time"`Time.SCHEMA).field("timestamp"`Timestamp.SCHEMA).field("threshold"`Schema.OPTIONAL_FLOAT64_SCHEMA).build();" is 616.,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Long Statement,The length of the statement "final Struct valueStruct=new Struct(valueSchema).put("firstName"`"Alex").put("lastName"`"Smith").put("bool"`true).put("short"`(short)1234).put("byte"`(byte)-32).put("long"`(long)12425436).put("float"`(float)2356.3).put("double"`-2436546.56457).put("bytes"`new byte[]{-32`124}).put("age"`30).put("decimal"`new BigDecimal("1.5").setScale(0`RoundingMode.HALF_EVEN)).put("date"`new java.util.Date(0)).put("time"`new java.util.Date(1000)).put("timestamp"`new java.util.Date(100));" is 475.,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Long Statement,The length of the statement "final FieldsMetadata fieldsMetadata=FieldsMetadata.extract("people"`pkMode`pkFields`Collections.<String>emptySet()`schemaPair);" is 127.,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Long Statement,The length of the statement "final PreparedStatementBinder binder=new PreparedStatementBinder(dialect`statement`pkMode`schemaPair`fieldsMetadata`JdbcSinkConfig.InsertMode.INSERT);" is 150.,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Long Statement,The length of the statement "verify(statement).setTimestamp(index++`new java.sql.Timestamp(((java.util.Date)valueStruct.get("timestamp")).getTime())`utcCalendar);" is 133.,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Magic Number,The method contains a magic number: 1234,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Magic Number,The method contains a magic number: 32,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Magic Number,The method contains a magic number: 12425436,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Magic Number,The method contains a magic number: 2356.3,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Magic Number,The method contains a magic number: 2436546.56457,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Magic Number,The method contains a magic number: 32,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Magic Number,The method contains a magic number: 30,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Magic Number,The method contains a magic number: 1000,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordInsert,Magic Number,The method contains a magic number: 100,69
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordUpsertMode,Long Statement,The length of the statement "final Schema valueSchema=SchemaBuilder.struct().name("com.example.Person").field("firstName"`Schema.STRING_SCHEMA).field("long"`Schema.INT64_SCHEMA).build();" is 157.,158
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordUpsertMode,Long Statement,The length of the statement "final FieldsMetadata fieldsMetadata=FieldsMetadata.extract("people"`pkMode`pkFields`Collections.<String>emptySet()`schemaPair);" is 127.,158
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordUpsertMode,Long Statement,The length of the statement "final PreparedStatementBinder binder=new PreparedStatementBinder(dialect`statement`pkMode`schemaPair`fieldsMetadata`JdbcSinkConfig.InsertMode.UPSERT);" is 150.,158
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.sink,PreparedStatementBinderTest,bindRecordUpsertMode,Magic Number,The method contains a magic number: 12425436,158
